image_id,filename,file_number,scanner,scanner_label,num_mitoses,mitosis_coords,width,height
34,034.tiff,34,Hamamatsu-XR,Scanner_A,106,"[[2180, 247, 2230, 297], [2458, 100, 2508, 150], [2877, 258, 2927, 308], [1809, 694, 1859, 744], [1798, 518, 1848, 568], [1151, 668, 1201, 718], [336, 327, 386, 377], [293, 702, 343, 752], [5615, 602, 5665, 652], [6312, 370, 6362, 420], [451, 1533, 501, 1583], [441, 829, 491, 879], [124, 1576, 174, 1626], [1723, 1535, 1773, 1585], [1518, 1473, 1568, 1523], [1948, 871, 1998, 921], [6296, 1089, 6346, 1139], [578, 2045, 628, 2095], [898, 2144, 948, 2194], [745, 2177, 795, 2227], [911, 2213, 961, 2263], [1681, 1787, 1731, 1837], [2759, 1820, 2809, 1870], [1581, 2276, 1631, 2326], [3540, 1998, 3590, 2048], [4315, 2075, 4365, 2125], [4541, 2327, 4591, 2377], [5186, 2133, 5236, 2183], [4883, 1937, 4933, 1987], [6902, 2060, 6952, 2110], [6514, 2030, 6564, 2080], [5957, 2230, 6007, 2280], [5916, 2330, 5966, 2380], [1146, 2639, 1196, 2689], [1455, 2397, 1505, 2447], [1292, 2442, 1342, 2492], [1163, 2548, 1213, 2598], [1943, 2744, 1993, 2794], [1837, 2500, 1887, 2550], [2455, 2547, 2505, 2597], [2880, 2796, 2930, 2846], [2780, 2668, 2830, 2718], [3941, 2688, 3991, 2738], [5335, 2580, 5385, 2630], [6104, 2792, 6154, 2842], [6232, 2665, 6282, 2715], [6934, 2491, 6984, 2541], [32, 3391, 82, 3441], [229, 3812, 279, 3862], [1435, 3322, 1485, 3372], [361, 3207, 411, 3257], [682, 3134, 732, 3184], [1941, 3399, 1991, 3449], [1732, 3688, 1782, 3738], [2748, 3116, 2798, 3166], [3108, 3306, 3158, 3356], [3732, 3867, 3782, 3917], [3998, 3755, 4048, 3805], [4347, 3666, 4397, 3716], [4050, 3143, 4100, 3193], [4778, 3608, 4828, 3658], [4853, 3644, 4903, 3694], [5316, 3765, 5366, 3815], [4574, 3112, 4624, 3162], [6788, 3654, 6838, 3704], [1781, 4349, 1831, 4399], [2891, 4274, 2941, 4324], [4052, 3841, 4102, 3891], [5114, 4556, 5164, 4606], [4469, 4042, 4519, 4092], [6202, 4611, 6252, 4661], [6551, 4339, 6601, 4389], [1387, 4941, 1437, 4991], [1349, 5222, 1399, 5272], [1881, 4839, 1931, 4889], [2369, 4916, 2419, 4966], [3436, 5038, 3486, 5088], [3781, 5085, 3831, 5135], [4696, 4940, 4746, 4990], [5189, 5227, 5239, 5277], [4968, 5322, 5018, 5372], [6344, 4663, 6394, 4713], [4550, 5218, 4600, 5268], [3651, 2510, 3701, 2560], [3839.5, 3624.5, 3889.5, 3674.5], [5751, 3572, 5801, 3622], [3679, 554, 3729, 604], [417.5, 2648.5, 467.5, 2698.5], [3687.5, 1501.5, 3737.5, 1551.5], [2326.5, 911, 2376.5, 961], [465.5, 4348.5, 515.5, 4398.5], [2843.5, -11.5, 2893.5, 38.5], [5533, 2843.5, 5583, 2893.5], [2986, 4621.5, 3036, 4671.5], [873.5, 2918.5, 923.5, 2968.5], [2333.5, 3761.5, 2383.5, 3811.5], [3677, 2866, 3727, 2916], [4839.5, 3233, 4889.5, 3283], [3522.5, 1829, 3572.5, 1879], [300, 2748.5, 350, 2798.5], [1316.5, 1063.5, 1366.5, 1113.5], [933, 3947.5, 983, 3997.5], [3638, 4017, 3688, 4067], [5900, 3610, 5950, 3660], [3803, 1000, 3853, 1050], [1377, 1825, 1427, 1875]]",7215,5412
35,035.tiff,35,Hamamatsu-XR,Scanner_A,16,"[[5286, 166, 5336, 216], [6422, 635, 6472, 685], [4796, 1118, 4846, 1168], [945, 1897, 995, 1947], [6993, 1817, 7043, 1867], [6304, 2222, 6354, 2272], [1078, 2569, 1128, 2619], [566, 2968, 616, 3018], [3604, 3376, 3654, 3426], [4420, 3151, 4470, 3201], [1594, 4477, 1644, 4527], [3060, 5336, 3110, 5386], [1665.5, 2127.5, 1715.5, 2177.5], [3870.5, 1520.5, 3920.5, 1570.5], [6913, 337.5, 6963, 387.5], [2122, 3423, 2172, 3473]]",7215,5412
36,036.tiff,36,Hamamatsu-XR,Scanner_A,14,"[[3885, 787, 3935, 837], [5433, 2321, 5483, 2371], [5877, 1753, 5927, 1803], [6148, 1748, 6198, 1798], [407, 2811, 457, 2861], [3077, 2700, 3127, 2750], [4579, 2887, 4629, 2937], [6401, 2446, 6451, 2496], [297, 3382, 347, 3432], [176, 3245, 226, 3295], [912, 3955, 962, 4005], [3575, 4428, 3625, 4478], [4945, 4582, 4995, 4632], [1987, 3587, 2037, 3637]]",7215,5412
37,037.tiff,37,Hamamatsu-XR,Scanner_A,7,"[[657, 739, 707, 789], [4990, 858, 5040, 908], [5647, 1225, 5697, 1275], [4528, 2790, 4578, 2840], [4489, 2475, 4539, 2525], [1934.5, 3360.5, 1984.5, 3410.5], [5532, 4283, 5582, 4333]]",7215,5412
38,038.tiff,38,Hamamatsu-XR,Scanner_A,26,"[[2779, 50, 2829, 100], [6383, 300, 6433, 350], [968, 888, 1018, 938], [1683, 993, 1733, 1043], [3141, 856, 3191, 906], [3634, 816, 3684, 866], [5157, 1428, 5207, 1478], [6599, 1579, 6649, 1629], [1379, 2331, 1429, 2381], [5621, 2341, 5671, 2391], [5539, 2581, 5589, 2631], [929, 2590, 979, 2640], [2892, 2357, 2942, 2407], [4030, 2687, 4080, 2737], [2583, 3526, 2633, 3576], [4768, 3276, 4818, 3326], [6304, 3660, 6354, 3710], [6306, 3159, 6356, 3209], [1616, 4578, 1666, 4628], [2681, 4285, 2731, 4335], [2557, 4407, 2607, 4457], [4200, 4065, 4250, 4115], [1210, 4722, 1260, 4772], [2254.5, 3306.5, 2304.5, 3356.5], [3955, 4029, 4005, 4079], [6428, 3468.5, 6478, 3518.5]]",7215,5412
39,039.tiff,39,Hamamatsu-XR,Scanner_A,73,"[[832, 627, 882, 677], [3762, -6, 3812, 44], [5549, 296, 5599, 346], [5624, 354, 5674, 404], [6250, 395, 6300, 445], [6142, 408, 6192, 458], [6063, 150, 6113, 200], [6867, 34, 6917, 84], [2265, 1018, 2315, 1068], [2011, 866, 2061, 916], [1917, 983, 1967, 1033], [2442, 864, 2492, 914], [4108, 783, 4158, 833], [3571, 1038, 3621, 1088], [4169, 1269, 4219, 1319], [6923, 870, 6973, 920], [325, 1793, 375, 1843], [970, 2247, 1020, 2297], [1320, 2037, 1370, 2087], [1385, 2034, 1435, 2084], [2345, 1604, 2395, 1654], [2997, 1879, 3047, 1929], [4957, 2052, 5007, 2102], [5132, 1993, 5182, 2043], [5702, 1871, 5752, 1921], [5976, 2341, 6026, 2391], [6920, 2217, 6970, 2267], [6599, 1739, 6649, 1789], [6854, 1528, 6904, 1578], [836, 2395, 886, 2445], [1146, 2727, 1196, 2777], [3513, 2541, 3563, 2591], [4015, 2387, 4065, 2437], [4214, 2565, 4264, 2615], [3178, 2804, 3228, 2854], [4737, 2769, 4787, 2819], [5719, 2623, 5769, 2673], [5638, 2496, 5688, 2546], [6174, 3020, 6224, 3070], [6034, 2542, 6084, 2592], [6872, 2993, 6922, 3043], [6855, 3073, 6905, 3123], [6997, 2860, 7047, 2910], [523, 3380, 573, 3430], [1270, 3437, 1320, 3487], [1059, 3239, 1109, 3289], [2008, 3339, 2058, 3389], [5271, 3379, 5321, 3429], [5282, 3191, 5332, 3241], [5867, 3797, 5917, 3847], [6939, 3499, 6989, 3549], [308, 4224, 358, 4274], [1769, 4524, 1819, 4574], [2303, 4175, 2353, 4225], [2960, 4294, 3010, 4344], [3884, 4331, 3934, 4381], [5731, 4447, 5781, 4497], [4822, 4465, 4872, 4515], [5228, 4147, 5278, 4197], [5994, 4474, 6044, 4524], [7035, 4495, 7085, 4545], [779, 5250, 829, 5300], [1166, 5056, 1216, 5106], [1538, 5112, 1588, 5162], [4959, 4951, 5009, 5001], [6221, 4839, 6271, 4889], [6720, 4957, 6770, 5007], [6857.5, 1210.5, 6907.5, 1260.5], [4055, 287.5, 4105, 337.5], [5055, 1519, 5105, 1569], [1519, 2981, 1569, 3031], [2031, 2313.5, 2081, 2363.5], [1743.5, 449, 1793.5, 499]]",7215,5412
40,040.tiff,40,Hamamatsu-XR,Scanner_A,58,"[[2477, 549, 2527, 599], [2268, 739, 2318, 789], [237, 494, 287, 544], [300, 758, 350, 808], [6275, 658, 6325, 708], [257, 1008, 307, 1058], [751, 1334, 801, 1384], [2277, 1338, 2327, 1388], [3793, 1312, 3843, 1362], [3831, 1211, 3881, 1261], [5047, 1037, 5097, 1087], [6767, 1474, 6817, 1524], [4833, 1792, 4883, 1842], [7027, 1945, 7077, 1995], [496, 2784, 546, 2834], [2433, 2496, 2483, 2546], [4709, 3134, 4759, 3184], [7090, 2965, 7140, 3015], [49, 3667, 99, 3717], [1928, 3262, 1978, 3312], [1243, 4482, 1293, 4532], [2733, 4430, 2783, 4480], [3157, 4523, 3207, 4573], [3632, 4167, 3682, 4217], [4588, 4240, 4638, 4290], [6298, 4241, 6348, 4291], [423, 5310, 473, 5360], [550, 4727, 600, 4777], [5583, 4632, 5633, 4682], [116, 1081, 166, 1131], [775, 4233.5, 825, 4283.5], [1506, 2768.5, 1556, 2818.5], [2503, 331, 2553, 381], [145.5, 1459.5, 195.5, 1509.5], [855.5, 3393.5, 905.5, 3443.5], [6771.5, 620.5, 6821.5, 670.5], [2303, 1030, 2353, 1080], [4640.5, 2155.5, 4690.5, 2205.5], [4756, 197, 4806, 247], [3025.5, 3398, 3075.5, 3448], [3010, 3168, 3060, 3218], [1430.5, 4153, 1480.5, 4203], [6732, 4543.5, 6782, 4593.5], [4152, 1323.5, 4202, 1373.5], [6442, 473.5, 6492, 523.5], [1387, 4424, 1437, 4474], [4643.5, 2849.5, 4693.5, 2899.5], [2510, 913, 2560, 963], [2332.5, 1821.5, 2382.5, 1871.5], [524, 1395.5, 574, 1445.5], [6850, 762, 6900, 812], [1967.5, 2761, 2017.5, 2811], [1003.5, 1412.5, 1053.5, 1462.5], [1746, 2649.5, 1796, 2699.5], [1488.5, 2313, 1538.5, 2363], [4786.5, 2485.5, 4836.5, 2535.5], [4292, 3668.5, 4342, 3718.5], [4149, 2457, 4199, 2507]]",7215,5412
41,041.tiff,41,Hamamatsu-XR,Scanner_A,14,"[[1102, 413, 1152, 463], [663, 2060, 713, 2110], [2826, 3729, 2876, 3779], [5852, 3526, 5902, 3576], [6064, 3277, 6114, 3327], [4665, 4144, 4715, 4194], [1269, 4875, 1319, 4925], [4208.5, 4336.5, 4258.5, 4386.5], [811, 4145.5, 861, 4195.5], [1223, 1859.5, 1273, 1909.5], [3488.5, 4153, 3538.5, 4203], [4151.5, 4884, 4201.5, 4934], [568, 1441.5, 618, 1491.5], [2962, 2748.5, 3012, 2798.5]]",7215,5412
42,042.tiff,42,Hamamatsu-XR,Scanner_A,13,"[[5143, 3235, 5193, 3285], [930.5, 2208, 980.5, 2258], [3176, 1281, 3226, 1331], [2654.5, 1413.5, 2704.5, 1463.5], [3791, 2313.5, 3841, 2363.5], [1337.5, 356.5, 1387.5, 406.5], [2190, 438, 2240, 488], [5087.5, 332, 5137.5, 382], [3139, 1392.5, 3189, 1442.5], [5561.5, 677.5, 5611.5, 727.5], [2702.5, 933, 2752.5, 983], [4205.5, -11, 4255.5, 39], [835.5, 1013.5, 885.5, 1063.5]]",7215,5412
43,043.tiff,43,Hamamatsu-XR,Scanner_A,20,"[[3411, 186, 3461, 236], [4847, 240, 4897, 290], [6682, 215, 6732, 265], [2471, 1391, 2521, 1441], [4044, 1125, 4094, 1175], [3612, 1453, 3662, 1503], [5241, 893, 5291, 943], [4535, 2066, 4585, 2116], [7027, 1810, 7077, 1860], [33, 2712, 83, 2762], [2690, 2885, 2740, 2935], [5501, 2522, 5551, 2572], [1339, 3595, 1389, 3645], [5867, 3525, 5917, 3575], [7040, 3214, 7090, 3264], [1124, 4546, 1174, 4596], [207, 5363, 257, 5413], [3498, 5165, 3548, 5215], [4892, 4768, 4942, 4818], [6452.5, 2710, 6502.5, 2760]]",7215,5412
44,044.tiff,44,Hamamatsu-XR,Scanner_A,6,"[[3702, 1244, 3752, 1294], [622, 3778, 672, 3828], [5753, 5003, 5803, 5053], [6877, 5269, 6927, 5319], [6227, 321, 6277, 371], [2205.5, 4680.5, 2255.5, 4730.5]]",7215,5412
45,045.tiff,45,Hamamatsu-XR,Scanner_A,14,"[[2106, 593, 2156, 643], [1490, 352, 1540, 402], [2275, 2726, 2325, 2776], [482, 3684, 532, 3734], [1389, 3329, 1439, 3379], [6794, 3641, 6844, 3691], [5120.5, 4609, 5170.5, 4659], [3058, 1785, 3108, 1835], [1474, 3589, 1524, 3639], [2263, 2212.5, 2313, 2262.5], [4604.5, 2266.5, 4654.5, 2316.5], [5073, 4763.5, 5123, 4813.5], [2395.5, 932.5, 2445.5, 982.5], [5987, 926.5, 6037, 976.5]]",7215,5412
46,046.tiff,46,Hamamatsu-XR,Scanner_A,12,"[[5371, 1431, 5421, 1481], [2720, 1853, 2770, 1903], [6226, 2263, 6276, 2313], [2851, 3651, 2901, 3701], [2310, 5036, 2360, 5086], [6414, 4968, 6464, 5018], [3605.5, 4982.5, 3655.5, 5032.5], [676.5, 4611.5, 726.5, 4661.5], [1816, 752.5, 1866, 802.5], [4614, 4588.5, 4664, 4638.5], [5302, 3160, 5352, 3210], [4080.5, 933, 4130.5, 983]]",7215,5412
47,047.tiff,47,Hamamatsu-XR,Scanner_A,25,"[[1358, 292, 1408, 342], [5972, 1504, 6022, 1554], [527, 2266, 577, 2316], [2091, 2056, 2141, 2106], [1691, 2104, 1741, 2154], [2896, 1937, 2946, 1987], [3602, 1944, 3652, 1994], [4263, 2316, 4313, 2366], [4842, 2194, 4892, 2244], [6604, 1781, 6654, 1831], [6338, 2066, 6388, 2116], [2803, 2500, 2853, 2550], [2113, 3669, 2163, 3719], [4027, 3384, 4077, 3434], [4958, 3536, 5008, 3586], [6996, 3418, 7046, 3468], [927, 4143, 977, 4193], [1733, 4377, 1783, 4427], [5820, 4029, 5870, 4079], [887, 5315, 937, 5365], [3518, 4752, 3568, 4802], [4967, 4809, 5017, 4859], [3251, 2377.5, 3301, 2427.5], [2778.5, 3471, 2828.5, 3521], [99.5, -11, 149.5, 39]]",7215,5412
48,048.tiff,48,Hamamatsu-XR,Scanner_A,8,"[[1744, 1769, 1794, 1819], [4827, 2523, 4877, 2573], [1489, 3342, 1539, 3392], [2841, 3187, 2891, 3237], [850, 4740, 900, 4790], [901, 4849, 951, 4899], [2363, 4644, 2413, 4694], [4185, 2232, 4235, 2282]]",7215,5412
49,049.tiff,49,Hamamatsu-XR,Scanner_A,20,"[[5664, 476, 5714, 526], [4297, 76, 4347, 126], [2870, 2175, 2920, 2225], [6459, 1807, 6509, 1857], [4337, 3056, 4387, 3106], [6025, 2482, 6075, 2532], [3634, 3386, 3684, 3436], [4496, 3253, 4546, 3303], [5738, 3770, 5788, 3820], [6753, 3477, 6803, 3527], [2950, 4410, 3000, 4460], [5261, 4240, 5311, 4290], [4416, 4052, 4466, 4102], [4832, 4492, 4882, 4542], [2727, 5190, 2777, 5240], [5454.5, 2297.5, 5504.5, 2347.5], [5407.5, 3232.5, 5457.5, 3282.5], [2458, 735, 2508, 785], [5324.5, 4025.5, 5374.5, 4075.5], [2147, 4636, 2197, 4686]]",7215,5412
50,050.tiff,50,Hamamatsu-XR,Scanner_A,32,"[[1001, 290, 1051, 340], [758, 352, 808, 402], [3568, 287, 3618, 337], [6804, 136, 6854, 186], [1109, 1094, 1159, 1144], [1170, 1205, 1220, 1255], [4255, 1356, 4305, 1406], [1369, 2278, 1419, 2328], [1257, 2053, 1307, 2103], [107, 2240, 157, 2290], [1265, 1704, 1315, 1754], [1415, 1552, 1465, 1602], [2407, 1834, 2457, 1884], [1412, 2808, 1462, 2858], [2220, 2932, 2270, 2982], [426, 3538, 476, 3588], [320, 3829, 370, 3879], [723, 3652, 773, 3702], [2523, 3381, 2573, 3431], [2841, 3692, 2891, 3742], [5435, 3724, 5485, 3774], [4906, 3108, 4956, 3158], [4684, 3163, 4734, 3213], [6657, 3507, 6707, 3557], [1348, 3961, 1398, 4011], [2406, 4612, 2456, 4662], [2019, 5184, 2069, 5234], [5354, 5148, 5404, 5198], [6051, 3623, 6101, 3673], [6654, 3537, 6704, 3587], [4682.5, 1521.5, 4732.5, 1571.5], [6103, 1637, 6153, 1687]]",7215,5412
